Thread Number,Bytes Sent,IPAddress
519862,8,192.168.0.13:44838
38893,8,192.168.0.13:45408
39023,8,192.168.0.13:45642
38896,8,192.168.0.13:45384
39007,8,192.168.0.13:45722
182471,8,192.168.0.13:45454
38619,8,192.168.0.13:45692
25862,8,192.168.0.13:45746
48010,8,192.168.0.13:45604
38986,8,192.168.0.13:45676
38999,8,192.168.0.13:45270
25930,8,192.168.0.13:45368
46040,8,192.168.0.13:45090
28397,8,192.168.0.13:45748
38879,8,192.168.0.13:45362
100159,8,192.168.0.13:45182
25307,8,192.168.0.13:45844
54193,8,192.168.0.13:45576
38700,8,192.168.0.13:45726
46729,8,192.168.0.13:45662
25957,8,192.168.0.13:45780
25281,8,192.168.0.13:45818
38645,8,192.168.0.13:45710
25285,8,192.168.0.13:45672
25495,8,192.168.0.13:45796
53910,8,192.168.0.13:45638
25474,8,192.168.0.13:45784
25266,8,192.168.0.13:45624
84048,8,192.168.0.13:45084
25297,8,192.168.0.13:45790
140795,8,192.168.0.13:45370
25275,8,192.168.0.13:45820
519812,8,192.168.0.13:44836
25192,8,192.168.0.13:45776
38897,8,192.168.0.13:45444
25324,8,192.168.0.13:45772
41541,8,192.168.0.13:45578
93148,8,192.168.0.13:45302
25349,8,192.168.0.13:45816
25719,8,192.168.0.13:45774
86602,8,192.168.0.13:45206
93134,8,192.168.0.13:45366
25868,8,192.168.0.13:45660
99068,8,192.168.0.13:45354
25171,8,192.168.0.13:45792
53571,8,192.168.0.13:45568
25910,8,192.168.0.13:45768
25262,8,192.168.0.13:45122
30343,8,192.168.0.13:45852
25341,8,192.168.0.13:45698
53727,8,192.168.0.13:45656
25517,8,192.168.0.13:45782
25943,8,192.168.0.13:45762
25388,8,192.168.0.13:45786
25863,8,192.168.0.13:45778
25409,8,192.168.0.13:45808
25348,8,192.168.0.13:45132
25328,8,192.168.0.13:45754
39003,8,192.168.0.13:45670
25386,8,192.168.0.13:45814
25560,8,192.168.0.13:45410
93139,8,192.168.0.13:45262
35269,8,192.168.0.13:45850
41567,8,192.168.0.13:45798
41529,8,192.168.0.13:45806
29648,8,192.168.0.13:45812
28001,8,192.168.0.13:45696
35326,8,192.168.0.13:45834
41518,8,192.168.0.13:45810
35639,8,192.168.0.13:45794
27987,8,192.168.0.13:45678
41934,8,192.168.0.13:45770
25323,8,192.168.0.13:45730
28001,8,192.168.0.13:45406
35320,8,192.168.0.13:45838
41968,8,192.168.0.13:45224
41457,8,192.168.0.13:45822
25889,8,192.168.0.13:45612
35922,8,192.168.0.13:45146
26312,8,192.168.0.13:45840
25880,8,192.168.0.13:45994
27630,8,192.168.0.13:45982
27680,8,192.168.0.13:45962
29932,8,192.168.0.13:45990
27607,8,192.168.0.13:46002
28828,8,192.168.0.13:45998
27664,8,192.168.0.13:45988
27614,8,192.168.0.13:46006
28602,8,192.168.0.13:46034
44955,8,192.168.0.13:45758
39995,8,192.168.0.13:46010
31077,8,192.168.0.13:46104
27738,8,192.168.0.13:45940
31174,8,192.168.0.13:46190
45004,8,192.168.0.13:46020
31126,8,192.168.0.13:46174
34878,8,192.168.0.13:45896
25835,8,192.168.0.13:46060
26041,8,192.168.0.13:46046
29070,8,192.168.0.13:45894
25987,8,192.168.0.13:46146
31961,8,192.168.0.13:45948
25848,8,192.168.0.13:46184
34835,8,192.168.0.13:46094
25902,8,192.168.0.13:46068
31031,8,192.168.0.13:46138
32911,8,192.168.0.13:46084
86033,8,192.168.0.13:45906
34806,8,192.168.0.13:46160
25813,8,192.168.0.13:46122
26061,8,192.168.0.13:46188
34775,8,192.168.0.13:45918
26078,8,192.168.0.13:46170
25912,8,192.168.0.13:46134
25874,8,192.168.0.13:46054
26132,8,192.168.0.13:46106
25910,8,192.168.0.13:46040
30880,8,192.168.0.13:46176
25323,8,192.168.0.13:46048
26172,8,192.168.0.13:46066
32859,8,192.168.0.13:46028
34784,8,192.168.0.13:46036
31015,8,192.168.0.13:46192
25804,8,192.168.0.13:46042
25826,8,192.168.0.13:46136
30727,8,192.168.0.13:46164
25284,8,192.168.0.13:45766
30747,8,192.168.0.13:46044
30880,8,192.168.0.13:46120
32845,8,192.168.0.13:46108
30838,8,192.168.0.13:46180
30783,8,192.168.0.13:46130
30795,8,192.168.0.13:46030
28907,8,192.168.0.13:46038
30787,8,192.168.0.13:45902
26125,8,192.168.0.13:46150
30721,8,192.168.0.13:46102
28802,8,192.168.0.13:46132
25889,8,192.168.0.13:46172
26126,8,192.168.0.13:46100
31381,8,192.168.0.13:45880
31972,8,192.168.0.13:45888
34882,8,192.168.0.13:45978
26263,8,192.168.0.13:46076
25521,8,192.168.0.13:46096
28571,8,192.168.0.13:46168
26262,8,192.168.0.13:46154
26330,8,192.168.0.13:46118
26243,8,192.168.0.13:46058
26290,8,192.168.0.13:46090
25523,8,192.168.0.13:46126
26257,8,192.168.0.13:46144
26195,8,192.168.0.13:46012
26324,8,192.168.0.13:46116
26253,8,192.168.0.13:46114
25364,8,192.168.0.13:46088
26256,8,192.168.0.13:46182
26230,8,192.168.0.13:46092
25382,8,192.168.0.13:46124
25380,8,192.168.0.13:46158
34844,8,192.168.0.13:45938
28599,8,192.168.0.13:46140
28926,8,192.168.0.13:46162
28914,8,192.168.0.13:46070
28916,8,192.168.0.13:46062
46951,8,192.168.0.13:46110
30010,8,192.168.0.13:46078
27021,8,192.168.0.13:46080
30035,8,192.168.0.13:46098
30051,8,192.168.0.13:46186
30008,8,192.168.0.13:46128
30015,8,192.168.0.13:46016
27061,8,192.168.0.13:46112
27009,8,192.168.0.13:46072
31015,8,192.168.0.13:46052
31968,8,192.168.0.13:45872
31023,8,192.168.0.13:46152
37879,8,192.168.0.13:45928
25451,8,192.168.0.13:46026
27010,8,192.168.0.13:46050
29073,8,192.168.0.13:45862
26789,8,192.168.0.13:46294
26939,8,192.168.0.13:46224
26583,8,192.168.0.13:46296
25317,8,192.168.0.13:46018
29018,8,192.168.0.13:45976
34784,8,192.168.0.13:45934
25909,8,192.168.0.13:46230
26186,8,192.168.0.13:46204
26249,8,192.168.0.13:46314
30009,8,192.168.0.13:45848
32064,8,192.168.0.13:45864
31966,8,192.168.0.13:45882
32076,8,192.168.0.13:45946
31982,8,192.168.0.13:45870
31969,8,192.168.0.13:45868
38145,8,192.168.0.13:45910
31019,8,192.168.0.13:46178
32065,8,192.168.0.13:45900
31963,8,192.168.0.13:45972
37883,8,192.168.0.13:45968
26252,8,192.168.0.13:46304
26114,8,192.168.0.13:46318
26239,8,192.168.0.13:46310
26743,8,192.168.0.13:46202
28797,8,192.168.0.13:46214
28901,8,192.168.0.13:46322
36894,8,192.168.0.13:46250
37789,8,192.168.0.13:45884
38908,8,192.168.0.13:46064
26954,8,192.168.0.13:46206
55397,8,192.168.0.13:45956
26238,8,192.168.0.13:46302
27955,8,192.168.0.13:46316
31801,8,192.168.0.13:46288
27957,8,192.168.0.13:46312
34772,8,192.168.0.13:45904
27330,8,192.168.0.13:46360
27602,8,192.168.0.13:46356
26649,8,192.168.0.13:46364
25455,8,192.168.0.13:46382
25457,8,192.168.0.13:46386
25452,8,192.168.0.13:46394
25513,8,192.168.0.13:46378
25315,8,192.168.0.13:46408
25221,8,192.168.0.13:46400
29966,8,192.168.0.13:45966
27891,8,192.168.0.13:46350
27478,8,192.168.0.13:46342
29036,8,192.168.0.13:45954
29037,8,192.168.0.13:45924
34880,8,192.168.0.13:45964
34866,8,192.168.0.13:45944
29068,8,192.168.0.13:45922
34882,8,192.168.0.13:45930
38904,8,192.168.0.13:45914
25268,8,192.168.0.13:46368
26000,8,192.168.0.13:46428
32258,8,192.168.0.13:46398
27353,8,192.168.0.13:46420
32256,8,192.168.0.13:46330
27233,8,192.168.0.13:46426
26495,8,192.168.0.13:46436
26413,8,192.168.0.13:46440
32513,8,192.168.0.13:46374
32270,8,192.168.0.13:46218
32245,8,192.168.0.13:46200
27331,8,192.168.0.13:46432
43629,8,192.168.0.13:46194
43634,8,192.168.0.13:46228
27411,8,192.168.0.13:46226
46924,8,192.168.0.13:46148
36907,8,192.168.0.13:46166
36159,8,192.168.0.13:45898
27488,8,192.168.0.13:46370
31812,8,192.168.0.13:46412
44361,8,192.168.0.13:45832
44356,8,192.168.0.13:45828
27761,8,192.168.0.13:46430
32267,8,192.168.0.13:46198
28176,8,192.168.0.13:46424
33240,8,192.168.0.13:46390
28250,8,192.168.0.13:46422
30031,8,192.168.0.13:45970
42938,8,192.168.0.13:46308
55400,8,192.168.0.13:45916
55380,8,192.168.0.13:45942
33023,8,192.168.0.13:46216
89891,8,192.168.0.13:45980
32101,8,192.168.0.13:46416
28732,8,192.168.0.13:46234
28668,8,192.168.0.13:46380
28697,8,192.168.0.13:46396
28844,8,192.168.0.13:46376
92145,8,192.168.0.13:46156
28869,8,192.168.0.13:46388
86093,8,192.168.0.13:45866
28912,8,192.168.0.13:46354
51338,8,192.168.0.13:46324
28923,8,192.168.0.13:46358
28913,8,192.168.0.13:46392
28976,8,192.168.0.13:46410
28983,8,192.168.0.13:46332
29017,8,192.168.0.13:46362
29050,8,192.168.0.13:46384
29003,8,192.168.0.13:46406
28824,8,192.168.0.13:46334
92553,8,192.168.0.13:46074
92574,8,192.168.0.13:46056
89887,8,192.168.0.13:46142
178840,8,192.168.0.13:45892
30449,8,192.168.0.13:45952
92225,8,192.168.0.13:46082
25822,8,192.168.0.13:46464
45069,8,192.168.0.13:46348
27977,8,192.168.0.13:46466
27572,8,192.168.0.13:46474
49001,8,192.168.0.13:46404
41876,8,192.168.0.13:46086
26035,8,192.168.0.13:46470
27022,8,192.168.0.13:46462
28046,8,192.168.0.13:46482
36125,8,192.168.0.13:46352
36084,8,192.168.0.13:46344
67999,8,192.168.0.13:46434
40832,8,192.168.0.13:46238
74751,8,192.168.0.13:46402
76993,8,192.168.0.13:46414
35192,8,192.168.0.13:46456
34215,8,192.168.0.13:46642
97127,8,192.168.0.13:46274
43017,8,192.168.0.13:46454
26967,8,192.168.0.13:46022
32454,8,192.168.0.13:46460
28046,8,192.168.0.13:46458
27200,8,192.168.0.13:46662
25295,8,192.168.0.13:46626
28051,8,192.168.0.13:46452
25297,8,192.168.0.13:46678
27865,8,192.168.0.13:46712
30864,8,192.168.0.13:46222
27870,8,192.168.0.13:46734
30887,8,192.168.0.13:46208
34244,8,192.168.0.13:46732
31885,8,192.168.0.13:46210
25281,8,192.168.0.13:46628
27000,8,192.168.0.13:46636
25375,8,192.168.0.13:46448
46993,8,192.168.0.13:46260
32070,8,192.168.0.13:46606
55846,8,192.168.0.13:46024
45999,8,192.168.0.13:46268
31961,8,192.168.0.13:45874
55021,8,192.168.0.13:46338
46077,8,192.168.0.13:45986
27941,8,192.168.0.13:46478
25251,8,192.168.0.13:46612
25259,8,192.168.0.13:46632
25280,8,192.168.0.13:46680
71703,8,192.168.0.13:46450
45998,8,192.168.0.13:46246
31893,8,192.168.0.13:46220
25235,8,192.168.0.13:46622
29177,8,192.168.0.13:46676
25308,8,192.168.0.13:46618
29165,8,192.168.0.13:46722
27286,8,192.168.0.13:46728
28041,8,192.168.0.13:46706
25320,8,192.168.0.13:46620
28108,8,192.168.0.13:46692
30594,8,192.168.0.13:46672
27980,8,192.168.0.13:46684
29146,8,192.168.0.13:46726
32066,8,192.168.0.13:46694
32026,8,192.168.0.13:46704
32055,8,192.168.0.13:46700
30043,8,192.168.0.13:46652
124976,8,192.168.0.13:46252
27973,8,192.168.0.13:46658
25756,8,192.168.0.13:46600
27976,8,192.168.0.13:46644
31462,8,192.168.0.13:46714
37455,8,192.168.0.13:46664
100863,8,192.168.0.13:46372
128797,8,192.168.0.13:46276
128883,8,192.168.0.13:46232
32156,8,192.168.0.13:46686
29154,8,192.168.0.13:46720
28025,8,192.168.0.13:46660
97067,8,192.168.0.13:46258
100668,8,192.168.0.13:46264
100681,8,192.168.0.13:46266
100702,8,192.168.0.13:46244
63522,8,192.168.0.13:46510
63386,8,192.168.0.13:46552
63361,8,192.168.0.13:46554
63475,8,192.168.0.13:46556
63489,8,192.168.0.13:46544
37180,8,192.168.0.13:46336
63341,8,192.168.0.13:46550
25230,8,192.168.0.13:46614
63456,8,192.168.0.13:46566
63471,8,192.168.0.13:46536
60614,8,192.168.0.13:46472
63525,8,192.168.0.13:46506
63498,8,192.168.0.13:46528
63595,8,192.168.0.13:46522
63460,8,192.168.0.13:46514
63386,8,192.168.0.13:46570
25270,8,192.168.0.13:46646
30113,8,192.168.0.13:46718
26003,8,192.168.0.13:46740
25415,8,192.168.0.13:46750
26344,8,192.168.0.13:46742
28329,8,192.168.0.13:46608
141990,8,192.168.0.13:46320
28348,8,192.168.0.13:46602
147832,8,192.168.0.13:45920
33999,8,192.168.0.13:46674
28429,8,192.168.0.13:46630
26256,8,192.168.0.13:46326
28509,8,192.168.0.13:46616
26298,8,192.168.0.13:46486
28520,8,192.168.0.13:46656
26334,8,192.168.0.13:46438
28749,8,192.168.0.13:46756
26455,8,192.168.0.13:46290
29260,8,192.168.0.13:46752
26457,8,192.168.0.13:46498
26363,8,192.168.0.13:46286
26285,8,192.168.0.13:46496
29291,8,192.168.0.13:46654
26471,8,192.168.0.13:46298
149798,8,192.168.0.13:45996
27970,8,192.168.0.13:46690
26274,8,192.168.0.13:46484
25587,8,192.168.0.13:46764
25552,8,192.168.0.13:46788
30034,8,192.168.0.13:45842
25588,8,192.168.0.13:46340
25870,8,192.168.0.13:46776
25841,8,192.168.0.13:46778
37893,8,192.168.0.13:45932
25883,8,192.168.0.13:46780
30011,8,192.168.0.13:46598
26194,8,192.168.0.13:46346
31981,8,192.168.0.13:45886
31986,8,192.168.0.13:45912
37894,8,192.168.0.13:45984
26501,8,192.168.0.13:46300
26324,8,192.168.0.13:46492
26311,8,192.168.0.13:46284
26466,8,192.168.0.13:46446
26499,8,192.168.0.13:46488
27125,8,192.168.0.13:46490
28071,8,192.168.0.13:46698
26867,8,192.168.0.13:46782
30034,8,192.168.0.13:46624
28345,8,192.168.0.13:46814
32562,8,192.168.0.13:46748
35978,8,192.168.0.13:46476
26381,8,192.168.0.13:46442
35987,8,192.168.0.13:46760
28919,8,192.168.0.13:46828
27098,8,192.168.0.13:46500
27010,8,192.168.0.13:46738
30424,8,192.168.0.13:46754
31970,8,192.168.0.13:46830
26170,8,192.168.0.13:46292
28294,8,192.168.0.13:46638
30267,8,192.168.0.13:46648
26212,8,192.168.0.13:46494
28958,8,192.168.0.13:46822
31927,8,192.168.0.13:46824
31878,8,192.168.0.13:46762
27073,8,192.168.0.13:46444
34967,8,192.168.0.13:46816
25992,8,192.168.0.13:46860
33644,8,192.168.0.13:46634
26936,8,192.168.0.13:46848
26148,8,192.168.0.13:46766
26884,8,192.168.0.13:46852
26898,8,192.168.0.13:46864
30443,8,192.168.0.13:45974
26919,8,192.168.0.13:46856
51347,8,192.168.0.13:46696
63534,8,192.168.0.13:46542
39882,8,192.168.0.13:46868
39931,8,192.168.0.13:46858
25618,8,192.168.0.13:46994
27005,8,192.168.0.13:47004
63480,8,192.168.0.13:46532
28631,8,192.168.0.13:46998
29055,8,192.168.0.13:46878
28941,8,192.168.0.13:46934
28846,8,192.168.0.13:46946
28912,8,192.168.0.13:46938
28687,8,192.168.0.13:46990
28904,8,192.168.0.13:46942
25602,8,192.168.0.13:46610
28721,8,192.168.0.13:46984
28974,8,192.168.0.13:46930
41930,8,192.168.0.13:46924
37916,8,192.168.0.13:47012
27689,8,192.168.0.13:47014
26768,8,192.168.0.13:47016
36194,8,192.168.0.13:46906
127694,8,192.168.0.13:45908
51931,8,192.168.0.13:46328
192144,8,192.168.0.13:46418
32053,8,192.168.0.13:45860
52340,8,192.168.0.13:46884
25983,8,192.168.0.13:47062
26004,8,192.168.0.13:47036
47820,8,192.168.0.13:46746
30160,8,192.168.0.13:46710
31881,8,192.168.0.13:46832
34942,8,192.168.0.13:46908
32006,8,192.168.0.13:47112
28961,8,192.168.0.13:47044
29074,8,192.168.0.2:57200
82003,8,192.168.0.13:46774
48122,8,192.168.0.13:47038
48132,8,192.168.0.13:47092
36078,8,192.168.0.13:46902
46252,8,192.168.0.13:47072
79261,8,192.168.0.13:46886
26005,8,192.168.0.13:47078
25272,8,192.168.0.13:46480
25558,8,192.168.0.13:47134
26974,8,192.168.0.2:57190
29015,8,192.168.0.13:46916
36013,8,192.168.0.2:57180
47999,8,192.168.0.13:46910
57000,8,192.168.0.13:47102
27953,8,192.168.0.13:47132
63157,8,192.168.0.13:47082
63197,8,192.168.0.13:47076
41920,8,192.168.0.13:46912
31934,8,192.168.0.2:57192
25345,8,192.168.0.13:47130
64977,8,192.168.0.13:47030
34966,8,192.168.0.13:46880
36904,8,192.168.0.13:46898
31957,8,192.168.0.2:57176
27004,8,192.168.0.13:47002
26240,8,192.168.0.13:47086
26979,8,192.168.0.2:57188
26983,8,192.168.0.2:57186
25966,8,192.168.0.13:47026
28009,8,192.168.0.13:47042
28345,8,192.168.0.2:57202
26028,8,192.168.0.13:47056
30012,8,192.168.0.13:47048
25281,8,192.168.0.2:57264
25785,8,192.168.0.2:57266
33858,8,192.168.0.2:57234
33939,8,192.168.0.2:57270
43838,8,192.168.0.13:47058
39912,8,192.168.0.2:57226
25346,8,192.168.0.2:57302
39763,8,192.168.0.2:57248
88278,8,192.168.0.13:47096
26051,8,192.168.0.13:47180
26031,8,192.168.0.2:57326
25329,8,192.168.0.2:57382
25649,8,192.168.0.2:57338
39952,8,192.168.0.2:57214
25306,8,192.168.0.2:57334
26057,8,192.168.0.2:57306
25346,8,192.168.0.2:57290
26050,8,192.168.0.2:57310
25606,8,192.168.0.2:57320
26045,8,192.168.0.2:57282
26035,8,192.168.0.2:57292
25928,8,192.168.0.2:57354
25357,8,192.168.0.2:57330
32005,8,192.168.0.13:47000
71078,8,192.168.0.2:57178
26823,8,192.168.0.2:57376
29858,8,192.168.0.2:57350
25619,8,192.168.0.2:57288
25675,8,192.168.0.13:47220
29862,8,192.168.0.2:57356
94554,8,192.168.0.13:47054
30849,8,192.168.0.13:46682
26044,8,192.168.0.2:57298
37779,8,192.168.0.13:46888
46488,8,192.168.0.13:47060
29980,8,192.168.0.13:45926
25652,8,192.168.0.2:57342
25342,8,192.168.0.2:57308
46485,8,192.168.0.13:47066
25626,8,192.168.0.2:57346
25948,8,192.168.0.13:46306
32408,8,192.168.0.13:47156
32050,8,192.168.0.13:45958
38371,8,192.168.0.2:57256
79122,8,192.168.0.2:57206
25359,8,192.168.0.13:47184
44982,8,192.168.0.13:46882
79154,8,192.168.0.2:57204
41890,8,192.168.0.13:47144
36099,8,192.168.0.2:57294
25830,8,192.168.0.2:57312
55851,8,192.168.0.13:46032
63088,8,192.168.0.13:47084
43057,8,192.168.0.13:47118
26008,8,192.168.0.13:47164
37937,8,192.168.0.2:57174
52058,8,192.168.0.13:46900
63083,8,192.168.0.13:47088
26767,8,192.168.0.13:47080
26789,8,192.168.0.13:47108
45068,8,192.168.0.13:46366
25788,8,192.168.0.2:57300
31801,8,192.168.0.13:47238
33062,8,192.168.0.13:46926
33704,8,192.168.0.13:47252
33747,8,192.168.0.13:47182
33759,8,192.168.0.13:47244
34723,8,192.168.0.13:47248
30066,8,192.168.0.13:47222
40975,8,192.168.0.13:47008
61003,8,192.168.0.2:57322
26078,8,192.168.0.2:57472
28965,8,192.168.0.2:57458
28953,8,192.168.0.2:57466
34157,8,192.168.0.13:46666
26012,8,192.168.0.13:47138
70901,8,192.168.0.2:57284
39009,8,192.168.0.13:47228
35971,8,192.168.0.2:57462
47811,8,192.168.0.2:57420
33007,8,192.168.0.2:57438
76573,8,192.168.0.2:57296
138632,8,192.168.0.13:47032
52839,8,192.168.0.2:57286
31993,8,192.168.0.2:57450
52892,8,192.168.0.2:57324
33021,8,192.168.0.2:57446
46967,8,192.168.0.2:57454
39786,8,192.168.0.2:57244
25762,8,192.168.0.2:57276
47999,8,192.168.0.13:46922
32055,8,192.168.0.13:45878
42832,8,192.168.0.2:57424
61927,8,192.168.0.13:46954
57017,8,192.168.0.2:57416
57025,8,192.168.0.2:57430
57034,8,192.168.0.2:57414
52007,8,192.168.0.2:57428
29935,8,192.168.0.13:47116
27039,8,192.168.0.13:46640
41240,8,192.168.0.13:46650
46966,8,192.168.0.2:57194
46950,8,192.168.0.2:57230
46823,8,192.168.0.13:47114
26232,8,192.168.0.13:47070
36019,8,192.168.0.13:47240
33014,8,192.168.0.2:57460
90123,8,192.168.0.13:47104
117258,8,192.168.0.13:47174
35016,8,192.168.0.13:46904
33001,8,192.168.0.2:57396
57067,8,192.168.0.13:47236
118486,8,192.168.0.13:47158
56998,8,192.168.0.2:57432
25299,8,192.168.0.13:47312
182683,8,192.168.0.13:46744
26929,8,192.168.0.2:57494
85359,8,192.168.0.13:46254
26906,8,192.168.0.2:57502
88921,8,192.168.0.13:45890
27965,8,192.168.0.13:47272
27899,8,192.168.0.13:47340
57975,8,192.168.0.2:57212
28529,8,192.168.0.13:47336
27879,8,192.168.0.13:47326
28598,8,192.168.0.13:47254
52983,8,192.168.0.2:57418
31012,8,192.168.0.13:46892
28505,8,192.168.0.13:47328
26027,8,192.168.0.2:57252
28507,8,192.168.0.13:47344
63136,8,192.168.0.13:47100
28518,8,192.168.0.2:57496
26785,8,192.168.0.2:57164
62941,8,192.168.0.13:46262
26015,8,192.168.0.13:47178
32998,8,192.168.0.2:57468
97006,8,192.168.0.13:46278
57044,8,192.168.0.2:57394
47083,8,192.168.0.13:47166
56995,8,192.168.0.2:57408
57001,8,192.168.0.2:57422
60916,8,192.168.0.2:57412
55108,8,192.168.0.2:57218
29993,8,192.168.0.13:45960
57017,8,192.168.0.2:57434
52992,8,192.168.0.13:47226
97004,8,192.168.0.13:46240
52986,8,192.168.0.2:57436
57980,8,192.168.0.2:57220
50006,8,192.168.0.13:47094
30447,8,192.168.0.13:45936
56044,8,192.168.0.13:47154
124892,8,192.168.0.13:46212
55401,8,192.168.0.13:45950
55404,8,192.168.0.13:46014
44817,8,192.168.0.13:46772
36081,8,192.168.0.13:47006
56008,8,192.168.0.2:57426
68942,8,192.168.0.13:46842
56053,8,192.168.0.2:57166
41951,8,192.168.0.13:46818
52985,8,192.168.0.13:47234
56058,8,192.168.0.13:47152
26771,8,192.168.0.2:57182
57929,8,192.168.0.2:57236
52983,8,192.168.0.2:57448
57860,8,192.168.0.13:47224
26763,8,192.168.0.2:57170
128867,8,192.168.0.13:46256
97011,8,192.168.0.13:46270
96969,8,192.168.0.13:46242
29938,8,192.168.0.2:57168
31904,8,192.168.0.13:46272
55088,8,192.168.0.13:47168
56049,8,192.168.0.13:47050
39189,8,192.168.0.2:57260
76654,8,192.168.0.13:46950
57846,8,192.168.0.13:47090
76742,8,192.168.0.13:46952
63508,8,192.168.0.13:46558
63689,8,192.168.0.13:46504
76778,8,192.168.0.13:46968
63654,8,192.168.0.13:46512
63427,8,192.168.0.13:46534
39997,8,192.168.0.2:57444
63567,8,192.168.0.13:46518
63431,8,192.168.0.13:46520
63560,8,192.168.0.13:46568
63287,8,192.168.0.13:46546
63682,8,192.168.0.13:46516
63232,8,192.168.0.13:46540
63183,8,192.168.0.13:46562
63521,8,192.168.0.13:46584
63563,8,192.168.0.13:46582
26017,8,192.168.0.2:57278
63560,8,192.168.0.13:46590
76908,8,192.168.0.13:46958
63216,8,192.168.0.13:46572
76863,8,192.168.0.13:46932
43114,8,192.168.0.2:57172
63559,8,192.168.0.13:46592
76945,8,192.168.0.13:46986
63565,8,192.168.0.13:46594
39995,8,192.168.0.2:57442
76812,8,192.168.0.13:46996
39954,8,192.168.0.13:46784
76813,8,192.168.0.13:46956
41848,8,192.168.0.2:57392
64187,8,192.168.0.2:57254
76968,8,192.168.0.13:47018
77019,8,192.168.0.13:46992
61811,8,192.168.0.13:46940
86888,8,192.168.0.13:47122
41849,8,192.168.0.2:57402
103966,8,192.168.0.13:45876
61885,8,192.168.0.13:46982
69136,8,192.168.0.2:57184
61719,8,192.168.0.13:46960
61904,8,192.168.0.13:46978
76712,8,192.168.0.13:46974
40229,8,192.168.0.2:57318
61890,8,192.168.0.13:47022
61648,8,192.168.0.13:46962
61713,8,192.168.0.13:46928
61770,8,192.168.0.13:46972
61845,8,192.168.0.13:46980
61746,8,192.168.0.13:46970
61778,8,192.168.0.13:46936
61784,8,192.168.0.13:46966
76629,8,192.168.0.13:47010
61793,8,192.168.0.13:46988
27050,8,192.168.0.13:46876
238232,8,192.168.0.13:46862
111005,8,192.168.0.2:57158
131009,8,192.168.0.13:47024
86141,8,192.168.0.13:46844
40920,8,192.168.0.13:47162
125182,8,192.168.0.13:47146
41190,8,192.168.0.2:57400
125143,8,192.168.0.13:47160
25324,8,192.168.0.2:57514
152762,8,192.168.0.13:47120
129001,8,192.168.0.13:46248
25384,8,192.168.0.2:57512
25397,8,192.168.0.2:57524
25442,8,192.168.0.2:57516
41890,8,192.168.0.2:57208
154977,8,192.168.0.13:47028
25635,8,192.168.0.2:57522
25685,8,192.168.0.2:57528
154990,8,192.168.0.13:47098
27055,8,192.168.0.13:46896
27049,8,192.168.0.13:46890
155006,8,192.168.0.13:47034
154997,8,192.168.0.13:47040
124912,8,192.168.0.13:46236
166109,8,192.168.0.13:47106
55114,8,192.168.0.13:46918
55145,8,192.168.0.13:46894
55130,8,192.168.0.13:46914
152974,8,192.168.0.2:57196
97140,8,192.168.0.13:46468
25378,8,192.168.0.13:46604
101259,8,192.168.0.13:46770
